limspedon_id,State,County_FIPS,County Name,latitude degrees,latitude minutes,latitude seconds,latitude direction,longitude degrees,longitude minutes,longitude seconds,longitude direction,latitude decimal_degrees,longitude decimal_degrees,horizontal datum,Classification Type: SSL,SSL_taxon_name,SSL_taxon_kind,SSL_taxonomic_classification_name,Classification Type: Field,field_taxon_name,field_taxon_kind,field_taxonomic_classification_name,Classification Type: Sampled As,sampledas_taxon_name,sampled_taxon_kind,sampledas_taxonomic_classification_name,Classification Type: Correlated As,correlatedas_taxon_name,correlatedas_taxon_kind,correlatedas_taxonomic_classification_name
22612,MI,MI045,Eaton,,,,,,,,,,,,,,,,,,,,,,,,,,,
22613,MI,MI045,Eaton,,,,,,,,,,,,,,,,,,,,,,,,,,,
22614,MI,MI005,Allegan,,,,,,,,,,,,,,,,,,,,,,,,,,,
22615,MI,MI005,Allegan,,,,,,,,,,,,,,,,,,,,,,,,,,,
22616,MI,MI005,Allegan,,,,,,,,,,,,,,,,,,,,,,,,,,,
22617,MI,MI005,Allegan,,,,,,,,,,,,,,,,,,,,,,,,,,,
22618,MI,MI005,Allegan,,,,,,,,,,,,,,,,,,,,,,,,,,,
22619,MI,MI127,Oceana,,,,,,,,,,,,,,,,,,,,,,,,,,,
22620,MI,MI127,Oceana,,,,,,,,,,,,,,,,,,,,,,,,,,,
22621,MI,MI127,Oceana,,,,,,,,,,,,,,,,,,,,,,,,,,,
22624,MI,MI127,Oceana,,,,,,,,,,,,,,,,,,,,,,,,,,,
22638,OH,OH073,Hocking,,,,,,,,,,,,,,,,,,,,,,,,,,,
22639,OH,OH073,Hocking,,,,,,,,,,,,,,,,,,,,,,,,,,,
22640,OH,OH073,Hocking,,,,,,,,,,,,,,,,,,,,,,,,,,,
22679,WI,WI115,Shawano,,,,,,,,,,,,,,,,,,,,,,,,,,,
22684,IL,IL179,Tazewell,,,,,,,,,,,,,,,,,,,,,,,,,,,
22695,IN,IN033,De Kalb,,,,,,,,,,,,,,,,,,,,,,,,,,,
22696,WI,WI117,Sheboygan,,,,,,,,,,,,,,,,,,,,,,,,,,,
22697,IN,IN183,Whitley,,,,,,,,,,,,,,,,,,,,,,,,,,,
22701,WI,WI055,Jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,
22702,WI,WI055,Jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,
22703,WI,WI055,Jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,
22704,WI,WI055,Jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,
22705,WI,WI055,Jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,
22706,MI,MI109,Menominee,,,,,,,,,,,,,,,,,,,,,,,,,,,
22707,MI,MI109,Menominee,,,,,,,,,,,,,,,,,,,,,,,,,,,
22708,MI,MI109,Menominee,,,,,,,,,,,,,,,,,,,,,,,,,,,
22709,MI,MI109,Menominee,,,,,,,,,,,,,,,,,,,,,,,,,,,
22710,MI,MI109,Menominee,,,,,,,,,,,,,,,,,,,,,,,,,,,
22711,MI,MI119,Montmorency,,,,,,,,,,,,,,,,,,,,,,,,,,,
22712,MI,MI101,Manistee,,,,,,,,,,,,,,,,,,,,,,,,,,,
22713,MI,MI159,Van Buren,,,,,,,,,,,,,,,,,,,,,,,,,,,
22714,MI,MI159,Van Buren,,,,,,,,,,,,,,,,,,,,,,,,,,,
22715,MI,MI159,Van Buren,,,,,,,,,,,,,,,,,,,,,,,,,,,
22716,MI,MI159,Van Buren,,,,,,,,,,,,,,,,,,,,,,,,,,,
22717,MI,MI159,Van Buren,,,,,,,,,,,,,,,,,,,,,,,,,,,
22718,MI,MI059,Hillsdale,,,,,,,,,,,,,,,,,,,,,,,,,,,
22719,MI,MI059,Hillsdale,,,,,,,,,,,,,,,,,,,,,,,,,,,
22720,MI,MI059,Hillsdale,,,,,,,,,,,,,,,,,,,,,,,,,,,
22721,WI,WI027,Dodge,,,,,,,,,,,,,,,,,,,,,,,,,,,
22722,WI,WI027,Dodge,,,,,,,,,,,,,,,,,,,,,,,,,,,
22723,WI,WI027,Dodge,,,,,,,,,,,,,,,,,,,,,,,,,,,
22724,WI,WI027,Dodge,,,,,,,,,,,,,,,,,,,,,,,,,,,
22725,WI,WI027,Dodge,,,,,,,,,,,,,,,,,,,,,,,,,,,
22726,IL,IL007,Boone,,,,,,,,,,,,,,,,,,,,,,,,,,,
22727,IL,IL007,Boone,,,,,,,,,,,,,,,,,,,,,,,,,,,
22728,IL,IL007,Boone,,,,,,,,,,,,,,,,,,,,,,,,,,,
22729,IL,IL007,Boone,,,,,,,,,,,,,,,,,,,,,,,,,,,
22730,IL,IL007,Boone,,,,,,,,,,,,,,,,,,,,,,,,,,,
22731,WI,WI015,Calumet,,,,,,,,,,,,,,,,,,,,,,,,,,,
22732,WI,WI015,Calumet,,,,,,,,,,,,,,,,,,,,,,,,,,,
22733,WI,WI015,Calumet,,,,,,,,,,,,,,,,,,,,,,,,,,,
22734,WI,WI015,Calumet,,,,,,,,,,,,,,,,,,,,,,,,,,,
22735,WI,WI015,Calumet,,,,,,,,,,,,,,,,,,,,,,,,,,,
22736,WI,WI053,Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,
22737,WI,WI053,Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,
22738,WI,WI053,Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,
22739,WI,WI053,Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,
22740,WI,WI053,Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,
22751,WI,WI097,Portage,,,,,,,,,,,,,,,,,,,,,,,,,,,
22752,WI,WI097,Portage,,,,,,,,,,,,,,,,,,,,,,,,,,,
22753,WI,WI097,Portage,,,,,,,,,,,,,,,,,,,,,,,,,,,
22754,WI,WI097,Portage,,,,,,,,,,,,,,,,,,,,,,,,,,,
22755,WI,WI097,Portage,,,,,,,,,,,,,,,,,,,,,,,,,,,
22761,WI,WI097,Portage,,,,,,,,,,,,,,,,,,,,,,,,,,,
22762,WI,WI097,Portage,,,,,,,,,,,,,,,,,,,,,,,,,,,
22763,WI,WI097,Portage,,,,,,,,,,,,,,,,,,,,,,,,,,,
22764,WI,WI097,Portage,,,,,,,,,,,,,,,,,,,,,,,,,,,
22765,WI,WI097,Portage,,,,,,,,,,,,,,,,,,,,,,,,,,,
22766,WI,WI113,Sawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,
22767,WI,WI113,Sawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,
22768,WI,WI113,Sawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,
22769,WI,WI113,Sawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,
22770,WI,WI107,Rusk,,,,,,,,,,,,,,,,,,,,,,,,,,,
22771,WI,WI107,Rusk,,,,,,,,,,,,,,,,,,,,,,,,,,,
22772,WI,WI107,Rusk,,,,,,,,,,,,,,,,,,,,,,,,,,,
22773,WI,WI107,Rusk,,,,,,,,,,,,,,,,,,,,,,,,,,,
22774,WI,WI107,Rusk,,,,,,,,,,,,,,,,,,,,,,,,,,,
22777,WI,WI067,Langlade,,,,,,,,,,,,,,,,,,,,,,,,,,,
22778,WI,WI067,Langlade,,,,,,,,,,,,,,,,,,,,,,,,,,,
22779,WI,WI067,Langlade,,,,,,,,,,,,,,,,,,,,,,,,,,,
22780,WI,WI041,Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,
22781,WI,WI041,Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,
22782,WI,WI041,Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,
22783,WI,WI041,Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,
22784,WI,WI041,Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,
22785,WI,WI041,Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,
22786,WI,WI041,Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,
22787,WI,WI041,Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,
22795,IL,IL127,Massac,,,,,,,,,,,,,,,,,,,,,,,,,,,
22826,MI,MI103,Marquette,,,,,,,,,,,,,,,,,,,,,,,,,,,
22827,MI,MI103,Marquette,,,,,,,,,,,,,,,,,,,,,,,,,,,
22828,MI,MI103,Marquette,,,,,,,,,,,,,,,,,,,,,,,,,,,
22840,WI,WI041,Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,
22841,WI,WI041,Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,
22842,WI,WI041,Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,
22843,WI,WI041,Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,
22845,WI,WI041,Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,
22968,OH,OH019,Carroll,,,,,,,,,,,,,,,,,,,,,,,,,,,
23009,IL,IL085,Jo Daviess,,,,,,,,,,,,,,,,,,,,,,,,,,,
23012,WI,WI045,Green,,,,,,,,,,,,,,,,,,,,,,,,,,,
23013,IA,IA185,Wayne,,,,,,,,,,,,,,,,,,,,,,,,,,,
23014,WI,WI103,Richland,,,,,,,,,,,,,,,,,,,,,,,,,,,
23016,MI,MI061,Houghton,,,,,,,,,,,,,,,,,,,,,,,,,,,
23044,WI,WI015,Calumet,,,,,,,,,,,,,,,,,,,,,,,,,,,
23045,WI,WI089,Ozaukee,,,,,,,,,,,,,,,,,,,,,,,,,,,
23046,WI,WI015,Calumet,,,,,,,,,,,,,,,,,,,,,,,,,,,
23054,WI,WI089,Ozaukee,,,,,,,,,,,,,,,,,,,,,,,,,,,
23055,WI,WI089,Ozaukee,,,,,,,,,,,,,,,,,,,,,,,,,,,
23056,WI,WI015,Calumet,,,,,,,,,,,,,,,,,,,,,,,,,,,
23057,WI,WI015,Calumet,,,,,,,,,,,,,,,,,,,,,,,,,,,
23058,WI,WI089,Ozaukee,,,,,,,,,,,,,,,,,,,,,,,,,,,
23063,OH,OH019,Carroll,,,,,,,,,,,,,,,,,,,,,,,,,,,
23070,IA,IA041,Clay,,,,,,,,,,,,,,,,,,,,,,,,,,,
23071,IA,IA037,Chickasaw,,,,,,,,,,,,,,,,,,,,,,,,,,,
23073,WI,WI141,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,,
23076,WI,WI037,Florence,,,,,,,,,,,,,,,,,,,,,,,,,,,
23077,WI,WI141,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,,
23078,IA,IA195,Worth,,,,,,,,,,,,,,,,,,,,,,,,,,,
23187,OH,OH059,Guernsey,,,,,,,,,,,,,,,,,,,,,,,,,,,
23273,IA,IA097,Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,
23276,WI,WI053,Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,
23277,WI,WI067,Langlade,,,,,,,,,,,,,,,,,,,,,,,,,,,
23279,WI,WI057,Juneau,,,,,,,,,,,,,,,,,,,,,,,,,,,
23281,IA,IA015,Boone,,,,,,,,,,,,,,,,,,,,,,,,,,,
23285,IA,IA125,Marion,,,,,,,,,,,,,,,,,,,,,,,,,,,
23289,WI,WI043,Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,
23294,WI,WI041,Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,
23296,WI,WI107,Rusk,,,,,,,,,,,,,,,,,,,,,,,,,,,
23302,IA,IA049,Dallas,,,,,,,,,,,,,,,,,,,,,,,,,,,
23303,IA,IA089,Howard,,,,,,,,,,,,,,,,,,,,,,,,,,,
23305,IA,IA117,Lucas,,,,,,,,,,,,,,,,,,,,,,,,,,,
23307,IA,IA029,Cass,,,,,,,,,,,,,,,,,,,,,,,,,,,
23311,WI,WI057,Juneau,,,,,,,,,,,,,,,,,,,,,,,,,,,
23319,WI,WI005,Barron,,,,,,,,,,,,,,,,,,,,,,,,,,,
23321,IA,IA023,Butler,,,,,,,,,,,,,,,,,,,,,,,,,,,
23325,OH,OH131,Pike,,,,,,,,,,,,,,,,,,,,,,,,,,,
23327,OH,OH029,Columbiana,,,,,,,,,,,,,,,,,,,,,,,,,,,
23329,OH,OH013,Belmont,,,,,,,,,,,,,,,,,,,,,,,,,,,
23337,OH,OH019,Carroll,,,,,,,,,,,,,,,,,,,,,,,,,,,
23343,WI,WI059,Kenosha,,,,,,,,,,,,,,,,,,,,,,,,,,,
23344,WI,WI127,Walworth,,,,,,,,,,,,,,,,,,,,,,,,,,,
23345,WI,WI015,Calumet,,,,,,,,,,,,,,,,,,,,,,,,,,,
23346,WI,WI015,Calumet,,,,,,,,,,,,,,,,,,,,,,,,,,,
23347,WI,WI015,Calumet,,,,,,,,,,,,,,,,,,,,,,,,,,,
23348,WI,WI029,Door,,,,,,,,,,,,,,,,,,,,,,,,,,,
23349,WI,WI029,Door,,,,,,,,,,,,,,,,,,,,,,,,,,,
23350,WI,WI015,Calumet,,,,,,,,,,,,,,,,,,,,,,,,,,,
23351,WI,WI059,Kenosha,,,,,,,,,,,,,,,,,,,,,,,,,,,
23352,WI,WI059,Kenosha,,,,,,,,,,,,,,,,,,,,,,,,,,,
23353,WI,WI029,Door,,,,,,,,,,,,,,,,,,,,,,,,,,,
23354,WI,WI015,Calumet,,,,,,,,,,,,,,,,,,,,,,,,,,,
23355,WI,WI009,Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,
23356,WI,WI009,Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,
23357,WI,WI015,Calumet,,,,,,,,,,,,,,,,,,,,,,,,,,,
23358,OH,OH143,Sandusky,,,,,,,,,,,,,,,,,,,,,,,,,,,
23359,OH,OH101,Marion,,,,,,,,,,,,,,,,,,,,,,,,,,,
23360,OH,OH035,Cuyahoga,,,,,,,,,,,,,,,,,,,,,,,,,,,
23361,OH,OH129,Pickaway,,,,,,,,,,,,,,,,,,,,,,,,,,,
23362,OH,OH027,Clinton,,,,,,,,,,,,,,,,,,,,,,,,,,,
23363,OH,OH169,Wayne,,,,,,,,,,,,,,,,,,,,,,,,,,,
23418,IN,IN093,Lawrence,,,,,,,,,,,,,,,,,,,,,,,,,,,
23441,IA,IA129,Mills,,,,,,,,,,,,,,,,,,,,,,,,,,,
23442,IA,IA047,Crawford,,,,,,,,,,,,,,,,,,,,,,,,,,,
23443,IA,IA165,Shelby,,,,,,,,,,,,,,,,,,,,,,,,,,,
23444,IA,IA165,Shelby,,,,,,,,,,,,,,,,,,,,,,,,,,,
23446,IA,IA173,Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,
23450,WI,WI033,Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,,
23452,WI,WI063,La Crosse,,,,,,,,,,,,,,,,,,,,,,,,,,,
23453,WI,WI103,Richland,,,,,,,,,,,,,,,,,,,,,,,,,,,
23454,IA,IA121,Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,
23458,WI,WI141,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,,
23465,MI,MI109,Menominee,,,,,,,,,,,,,,,,,,,,,,,,,,,
23466,IA,IA045,Clinton,,,,,,,,,,,,,,,,,,,,,,,,,,,
23467,IA,IA045,Clinton,,,,,,,,,,,,,,,,,,,,,,,,,,,
23468,IA,IA183,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,
23469,IA,IA087,Henry,,,,,,,,,,,,,,,,,,,,,,,,,,,
23470,IA,IA045,Clinton,,,,,,,,,,,,,,,,,,,,,,,,,,,
23471,IA,IA163,Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,
23472,IA,IA103,Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,
23473,IA,IA105,Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,
23474,IA,IA139,Muscatine,,,,,,,,,,,,,,,,,,,,,,,,,,,
23479,WI,WI115,Shawano,,,,,,,,,,,,,,,,,,,,,,,,,,,
23482,MI,MI033,Chippewa,,,,,,,,,,,,,,,,,,,,,,,,,,,
23484,MI,MI071,Iron,,,,,,,,,,,,,,,,,,,,,,,,,,,
23485,WI,WI141,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,,
23492,IA,IA177,Van Buren,,,,,,,,,,,,,,,,,,,,,,,,,,,
23493,WI,WI109,St. Croix,,,,,,,,,,,,,,,,,,,,,,,,,,,
23494,IA,IA105,Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,
23501,MI,MI033,Chippewa,,,,,,,,,,,,,,,,,,,,,,,,,,,
23502,WI,WI095,Polk,,,,,,,,,,,,,,,,,,,,,,,,,,,
23504,IA,IA097,Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,
23505,IA,IA061,Dubuque,,,,,,,,,,,,,,,,,,,,,,,,,,,
23506,IA,IA087,Henry,,,,,,,,,,,,,,,,,,,,,,,,,,,
23507,IA,IA045,Clinton,,,,,,,,,,,,,,,,,,,,,,,,,,,
23510,WI,WI013,Burnett,,,,,,,,,,,,,,,,,,,,,,,,,,,
23514,WI,WI019,Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,
23516,IL,IL085,Jo Daviess,,,,,,,,,,,,,,,,,,,,,,,,,,,
23518,IA,IA101,Jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,
23519,IA,IA019,Buchanan,,,,,,,,,,,,,,,,,,,,,,,,,,,
23520,IA,IA101,Jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,
23521,IA,IA061,Dubuque,,,,,,,,,,,,,,,,,,,,,,,,,,,
23522,IA,IA051,Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,
23523,IA,IA107,Keokuk,,,,,,,,,,,,,,,,,,,,,,,,,,,
23528,MI,MI013,Baraga,,,,,,,,,,,,,,,,,,,,,,,,,,,
23537,IA,IA081,Hancock,,,,,,,,,,,,,,,,,,,,,,,,,,,
23538,WI,WI031,Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,
23540,IA,IA163,Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,
23554,WI,WI003,Ashland,,,,,,,,,,,,,,,,,,,,,,,,,,,
23555,IA,IA187,Webster,,,,,,,,,,,,,,,,,,,,,,,,,,,
23557,WI,WI057,Juneau,,,,,,,,,,,,,,,,,,,,,,,,,,,
23558,WI,WI001,Adams,,,,,,,,,,,,,,,,,,,,,,,,,,,
23559,IA,IA193,Woodbury,,,,,,,,,,,,,,,,,,,,,,,,,,,
23560,IA,IA005,Allamakee,,,,,,,,,,,,,,,,,,,,,,,,,,,
23562,OH,OH007,Ashtabula,,,,,,,,,,,,,,,,,,,,,,,,,,,
23573,WI,WI073,Marathon,,,,,,,,,,,,,,,,,,,,,,,,,,,
23579,MI,MI083,Keweenaw,,,,,,,,,,,,,,,,,,,,,,,,,,,
23581,WI,WI003,Ashland,,,,,,,,,,,,,,,,,,,,,,,,,,,
23586,WI,WI125,Vilas,,,,,,,,,,,,,,,,,,,,,,,,,,,
23587,WI,WI113,Sawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,
23588,WI,WI057,Juneau,,,,,,,,,,,,,,,,,,,,,,,,,,,
23619,IA,IA105,Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,
23620,IA,IA045,Clinton,,,,,,,,,,,,,,,,,,,,,,,,,,,
23621,IA,IA061,Dubuque,,,,,,,,,,,,,,,,,,,,,,,,,,,
23622,IA,IA061,Dubuque,,,,,,,,,,,,,,,,,,,,,,,,,,,
23623,IA,IA183,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,
23625,IA,IA019,Buchanan,,,,,,,,,,,,,,,,,,,,,,,,,,,
23626,IA,IA183,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,
23627,IA,IA157,Poweshiek,,,,,,,,,,,,,,,,,,,,,,,,,,,
23628,MI,MI013,Baraga,,,,,,,,,,,,,,,,,,,,,,,,,,,
23629,WI,WI119,Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,
23630,WI,WI119,Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,
23631,MI,MI033,Chippewa,,,,,,,,,,,,,,,,,,,,,,,,,,,
23632,IA,IA063,Emmet,,,,,,,,,,,,,,,,,,,,,,,,,,,
23638,MI,MI041,Delta,,,,,,,,,,,,,,,,,,,,,,,,,,,
23649,MI,MI061,Houghton,,,,,,,,,,,,,,,,,,,,,,,,,,,
23650,MI,MI153,Schoolcraft,,,,,,,,,,,,,,,,,,,,,,,,,,,
23651,MI,MI003,Alger,,,,,,,,,,,,,,,,,,,,,,,,,,,
23653,WI,WI095,Polk,,,,,,,,,,,,,,,,,,,,,,,,,,,
23655,WI,WI075,Marinette,,,,,,,,,,,,,,,,,,,,,,,,,,,
23657,WI,WI061,Kewaunee,,,,,,,,,,,,,,,,,,,,,,,,,,,
23658,WI,WI127,Walworth,,,,,,,,,,,,,,,,,,,,,,,,,,,
23659,WI,WI071,Manitowoc,,,,,,,,,,,,,,,,,,,,,,,,,,,
23660,WI,WI061,Kewaunee,,,,,,,,,,,,,,,,,,,,,,,,,,,
23661,WI,WI061,Kewaunee,,,,,,,,,,,,,,,,,,,,,,,,,,,
23667,WI,WI059,Kenosha,,,,,,,,,,,,,,,,,,,,,,,,,,,
23669,WI,WI059,Kenosha,,,,,,,,,,,,,,,,,,,,,,,,,,,
24029,IA,IA127,Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,
24030,IA,IA029,Cass,,,,,,,,,,,,,,,,,,,,,,,,,,,
24031,WI,WI013,Burnett,,,,,,,,,,,,,,,,,,,,,,,,,,,
24032,IA,IA119,Lyon,,,,,,,,,,,,,,,,,,,,,,,,,,,
24033,IA,IA049,Dallas,,,,,,,,,,,,,,,,,,,,,,,,,,,
24059,IA,IA053,Decatur,,,,,,,,,,,,,,,,,,,,,,,,,,,
24066,WI,WI121,Trempealeau,,,,,,,,,,,,,,,,,,,,,,,,,,,
24067,WI,WI013,Burnett,,,,,,,,,,,,,,,,,,,,,,,,,,,
24068,WI,WI073,Marathon,,,,,,,,,,,,,,,,,,,,,,,,,,,
24200,IN,IN131,Pulaski,,,,,,,,,,,,,,,,,,,,,,,,,,,
24217,IL,IL099,La Salle,,,,,,,,,,,,,,,,,,,,,,,,,,,
24233,IA,IA029,Cass,,,,,,,,,,,,,,,,,,,,,,,,,,,
24239,MI,MI083,Keweenaw,,,,,,,,,,,,,,,,,,,,,,,,,,,
24249,IN,IN135,Randolph,,,,,,,,,,,,,,,,,,,,,,,,,,,
24254,IN,IN147,Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,,
24521,OH,OH151,Stark,,,,,,,,,,,,,,,,,,,,,,,,,,,
24591,OH,OH029,Columbiana,,,,,,,,,,,,,,,,,,,,,,,,,,,
24600,IL,IL181,Union,,,,,,,,,,,,,,,,,,,,,,,,,,,
24601,IL,IL087,Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,
24608,OH,OH005,Ashland,,,,,,,,,,,,,,,,,,,,,,,,,,,
24609,OH,OH093,Lorain,,,,,,,,,,,,,,,,,,,,,,,,,,,
24618,IN,IN061,Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,
24621,OH,OH029,Columbiana,,,,,,,,,,,,,,,,,,,,,,,,,,,
24628,OH,OH115,Morgan,,,,,,,,,,,,,,,,,,,,,,,,,,,
24639,OH,OH133,Portage,,,,,,,,,,,,,,,,,,,,,,,,,,,
24645,OH,OH167,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,
24677,IN,IN117,Orange,,,,,,,,,,,,,,,,,,,,,,,,,,,
24705,OH,OH061,Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,
24710,IL,IL153,Pulaski,,,,,,,,,,,,,,,,,,,,,,,,,,,
24716,OH,OH077,Huron,,,,,,,,,,,,,,,,,,,,,,,,,,,
24718,OH,OH055,Geauga,,,,,,,,,,,,,,,,,,,,,,,,,,,
24717,IN,IN047,Franklin,,,,,,,,,,,,,,,,,,,,,,,,,,,
24719,OH,OH093,Lorain,,,,,,,,,,,,,,,,,,,,,,,,,,,
24720,OH,OH055,Geauga,,,,,,,,,,,,,,,,,,,,,,,,,,,
24721,OH,OH077,Huron,,,,,,,,,,,,,,,,,,,,,,,,,,,
24722,OH,OH133,Portage,,,,,,,,,,,,,,,,,,,,,,,,,,,
24723,OH,OH051,Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,
24724,OH,OH155,Trumbull,,,,,,,,,,,,,,,,,,,,,,,,,,,
24725,OH,OH007,Ashtabula,,,,,,,,,,,,,,,,,,,,,,,,,,,
24726,OH,OH003,Allen,,,,,,,,,,,,,,,,,,,,,,,,,,,
24727,OH,OH155,Trumbull,,,,,,,,,,,,,,,,,,,,,,,,,,,
24728,IN,IN093,Lawrence,,,,,,,,,,,,,,,,,,,,,,,,,,,
24729,IN,IN093,Lawrence,,,,,,,,,,,,,,,,,,,,,,,,,,,
24753,WI,WI017,Chippewa,,,,,,,,,,,,,,,,,,,,,,,,,,,
24754,WI,WI071,Manitowoc,,,,,,,,,,,,,,,,,,,,,,,,,,,
24755,WI,WI117,Sheboygan,,,,,,,,,,,,,,,,,,,,,,,,,,,
24756,WI,WI071,Manitowoc,,,,,,,,,,,,,,,,,,,,,,,,,,,
24757,WI,WI015,Calumet,,,,,,,,,,,,,,,,,,,,,,,,,,,
24758,WI,WI015,Calumet,,,,,,,,,,,,,,,,,,,,,,,,,,,
24864,WI,WI071,Manitowoc,,,,,,,,,,,,,,,,,,,,,,,,,,,
24865,WI,WI039,Fond Du Lac,,,,,,,,,,,,,,,,,,,,,,,,,,,
24898,IA,IA191,Winneshiek,,,,,,,,,,,,,,,,,,,,,,,,,,,
24911,WI,WI119,Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,
24970,OH,OH151,Stark,,,,,,,,,,,,,,,,,,,,,,,,,,,
24982,WI,WI109,St. Croix,,,,,,,,,,,,,,,,,,,,,,,,,,,
24983,IA,IA009,Audubon,,,,,,,,,,,,,,,,,,,,,,,,,,,
24984,IA,IA155,Pottawattamie,,,,,,,,,,,,,,,,,,,,,,,,,,,
24985,MI,MI083,Keweenaw,,,,,,,,,,,,,,,,,,,,,,,,,,,
24986,MI,MI153,Schoolcraft,,,,,,,,,,,,,,,,,,,,,,,,,,,
24987,IA,IA181,Warren,,,,,,,,,,,,,,,,,,,,,,,,,,,
25124,OH,OH115,Morgan,,,,,,,,,,,,,,,,,,,,,,,,,,,
25659,IN,IN123,Perry,,,,,,,,,,,,,,,,,,,,,,,,,,,
25703,IL,IL069,Hardin,,,,,,,,,,,,,,,,,,,,,,,,,,,
25718,IN,IN137,Ripley,,,,,,,,,,,,,,,,,,,,,,,,,,,
25720,IN,IN061,Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,
25722,IL,IL069,Hardin,,,,,,,,,,,,,,,,,,,,,,,,,,,
25774,OH,OH077,Huron,,,,,,,,,,,,,,,,,,,,,,,,,,,
25775,IN,IN153,Sullivan,,,,,,,,,,,,,,,,,,,,,,,,,,,
25778,IL,IL193,White,,,,,,,,,,,,,,,,,,,,,,,,,,,
25779,IL,IL025,Clay,,,,,,,,,,,,,,,,,,,,,,,,,,,
25781,IL,IL057,Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,
25782,MI,MI035,Clare,,,,,,,,,,,,,,,,,,,,,,,,,,,
25785,IN,IN177,Wayne,,,,,,,,,,,,,,,,,,,,,,,,,,,
25786,MI,MI059,Hillsdale,,,,,,,,,,,,,,,,,,,,,,,,,,,
25800,IL,IL125,Mason,,,,,,,,,,,,,,,,,,,,,,,,,,,
25801,IN,IN007,Benton,,,,,,,,,,,,,,,,,,,,,,,,,,,
25802,IL,IL197,Will,,,,,,,,,,,,,,,,,,,,,,,,,,,
25804,IL,IL163,St. Clair,,,,,,,,,,,,,,,,,,,,,,,,,,,
